id,latitude,longitude,location,vehicle_number,vehicle_type,violation_type,offence_code,created_datetime,closed_datetime,modified_datetime,device_id,created_by_id,center_code,police_station,data_sent_to_scita,junction_name,action_taken_timestamp,data_sent_to_scita_timestamp,updated_vehicle_number,updated_vehicle_type,validation_status,validation_timestamp
FKID234886,12.9814994,77.6085622,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL188990,PASSENGER AUTO,"[""WRONG PARKING""]",[112],2024-01-04 08:27:46+05:30,,2024-01-04 11:11:04.601217+05:30,FKDEV00229,FKUSR00229,16,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL188990,PASSENGER AUTO,approved,2024-01-05 03:39:39.697000+05:30
FKID258372,12.9810441,77.6101742,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL107234,PASSENGER AUTO,"[""WRONG PARKING""]",[112],2024-01-22 11:05:46+05:30,,2024-01-22 12:21:07.781523+05:30,FKDEV00658,FKUSR01236,16,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL107234,PASSENGER AUTO,approved,2024-01-24 02:45:16.447000+05:30
FKID159881,12.9839486,77.6036799,"Central Street, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL132695,PASSENGER AUTO,"[""NO PARKING""]",[113],2023-11-17 02:24:46+05:30,,2023-11-17 02:34:29.475088+05:30,FKDEV00116,FKUSR00117,16,Shivajinagar,True,BTP211 - Central Street Junction,,,FKN00GL56622,PASSENGER AUTO,approved,2023-11-17 03:01:00.114000+05:30
FKID177569,12.9813068,77.6101949,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL146556,PASSENGER AUTO,"[""NO PARKING""]",[113],2023-12-11 08:51:46+05:30,,2023-12-11 09:45:42.111083+05:30,FKDEV00160,FKUSR00160,16,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL146556,PASSENGER AUTO,approved,2023-12-12 02:31:20.031000+05:30
FKID141166,12.9839611,77.6036484,"Central Street, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL117625,PASSENGER AUTO,"[""NO PARKING""]",[113],2023-12-05 11:10:46+05:30,,2023-12-05 11:21:57.341020+05:30,FKDEV00394,FKUSR00390,16,Shivajinagar,True,BTP211 - Central Street Junction,,,FKN00GL117625,PASSENGER AUTO,approved,2023-12-08 09:25:11.775000+05:30
FKID165182,12.9819083,77.6099043,"Commercial Street, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL136651,SCOOTER,"[""DEFECTIVE NUMBER PLATE"",""NO PARKING""]","[116,113]",2023-11-18 08:04:46+05:30,,2023-11-18 08:21:22.929214+05:30,FKDEV00307,FKUSR00306,16,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL136651,SCOOTER,approved,2023-11-19 17:56:05.468000+05:30
FKID247614,12.980989,77.607663,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL56080,SCOOTER,"[""NO PARKING""]",[113],2024-01-14 11:48:46+05:30,,2024-01-14 11:49:46.193126+05:30,FKDEV00662,FKUSR00640,16,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL56080,SCOOTER,approved,2024-01-15 05:36:45.896000+05:30
FKID192903,12.9795664,77.6071485,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL75992,CAR,"[""NO PARKING""]",[113],2023-12-18 10:55:46+05:30,,2023-12-18 11:35:21.217726+05:30,FKDEV01424,FKUSR01353,16,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL75992,CAR,approved,2023-12-19 01:25:58.638000+05:30
FKID234344,13.00177,77.55036,"19th Main Road, Ketamaranahalli, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL188654,CAR,"[""WRONG PARKING""]",[112],2024-01-05 07:56:46+05:30,,2024-01-05 08:05:51.790669+05:30,FKDEV00270,FKUSR00269,19,Malleshwaram,True,"BTP026 - 1st Block Junction, Rajajinagar",,,FKN00GL188654,CAR,approved,2024-01-07 09:56:54.636000+05:30
FKID170822,13.0079973,77.5566114,"GP Rajarathnam Road, Block A, Subramanya Nagar Stage 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL141148,SCOOTER,"[""WRONG PARKING""]",[112],2023-12-03 09:07:46+05:30,,2023-12-09 08:47:04.160020+05:30,FKDEV00380,FKUSR00376,19,Malleshwaram,True,"BTP001 - 10th Cross, Dr. Rajkumar Road",,,FKN00GL141148,SCOOTER,approved,2023-12-10 08:45:34.270000+05:30
FKID238875,13.0153372,77.5551969,"Mumbai Bengaluru Highway, WTC Annexe, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL191779,CAR,"[""NO PARKING"",""PARKING IN A MAIN ROAD""]","[113,107]",2024-01-12 11:38:46+05:30,,2024-01-12 12:00:43.791999+05:30,FKDEV01083,FKUSR01033,19,Malleshwaram,True,No Junction,,,FKN00GL191779,CAR,approved,2024-01-15 11:09:09.075000+05:30
FKID283001,13.0110147,77.5549998,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL222438,MOTOR CYCLE,"[""WRONG PARKING""]",[112],2024-03-11 11:45:46+05:30,,2024-03-11 11:56:36.544505+05:30,FKDEV00270,FKUSR00269,19,Malleshwaram,True,No Junction,,2024-03-28 21:20:43.125938+05:30,FKN00GL222438,MOTOR CYCLE,approved,2024-04-02 07:05:46.310000+05:30
FKID009902,13.0013697,77.5503946,"19th Main Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL9366,CAR,"[""NO PARKING""]",[113],2024-02-01 07:32:46+05:30,,2024-02-02 08:06:31.842899+05:30,FKDEV00270,FKUSR00269,19,Malleshwaram,True,"BTP026 - 1st Block Junction, Rajajinagar",,,FKN00GL9366,CAR,approved,2024-02-03 04:01:33.003000+05:30
FKID280307,12.9983231,77.5531366,"5th Cross Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL220628,SCOOTER,"[""WRONG PARKING""]",[112],2023-12-09 08:14:46+05:30,,2023-12-09 08:46:03.446015+05:30,FKDEV00082,FKUSR00082,19,Malleshwaram,True,BTP008 - Navarang Theatre,,,FKN00GL220628,SCOOTER,approved,2023-12-10 06:21:16.309000+05:30
FKID140303,12.9982722,77.5532112,"5th Cross Road, Harikara Vidvan Sri R Gururajulu Naidu Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL116921,MOTOR CYCLE,"[""WRONG PARKING""]",[112],2023-12-03 09:06:46+05:30,,2023-12-03 11:20:17.022057+05:30,FKDEV00082,FKUSR00082,19,Malleshwaram,True,BTP008 - Navarang Theatre,,,FKN00GL116921,MOTOR CYCLE,approved,2023-12-05 04:10:07.812000+05:30
FKID277908,13.0082182,77.5550745,"2nd Main Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL218983,PASSENGER AUTO,"[""WRONG PARKING""]",[112],2024-03-11 05:09:46+05:30,,2024-03-11 05:22:46.909280+05:30,FKDEV00082,FKUSR00082,19,Malleshwaram,True,"BTP001 - 10th Cross, Dr. Rajkumar Road",,2024-03-28 02:49:19.238890+05:30,FKN00GL218983,PASSENGER AUTO,approved,2024-04-01 05:57:13.176000+05:30
FKID197225,12.9989999,77.5501746,"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL161451,CAR,"[""NO PARKING""]",[113],2023-12-21 06:46:46+05:30,,2023-12-21 06:51:21.855761+05:30,FKDEV00270,FKUSR00269,19,Malleshwaram,True,BTP027 - Modi Bridge Junction,,,FKN00GL161451,CAR,approved,2023-12-22 05:25:45.736000+05:30
FKID294491,13.0034197,77.5500466,"19th Main Road, Dr M Munivenkataswamy Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL230357,CAR,"[""WRONG PARKING""]",[112],2024-03-14 06:01:46+05:30,,2024-03-14 06:50:10.900223+05:30,FKDEV00082,FKUSR00082,19,Malleshwaram,True,"BTP026 - 1st Block Junction, Rajajinagar",,2024-03-31 22:55:15.370698+05:30,FKN00GL230357,CAR,approved,2024-04-12 08:41:36.278000+05:30
FKID223507,13.0036954,77.5698695,"13th Cross Road, Paresh Apartment, Kadumalleshwara, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL180815,CAR,"[""WRONG PARKING""]",[112],2024-01-06 08:53:46+05:30,,2024-01-06 12:07:41.724248+05:30,FKDEV00138,FKUSR00138,19,Malleshwaram,True,No Junction,,,FKN00GL180815,CAR,approved,2024-01-07 04:41:52.322000+05:30
FKID184349,13.0084411,77.5711272,"Sri Venkataranga Ayangar Road, Malleshwaram 18th Cross Junction, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL151618,CAR,"[""NO PARKING""]",[113],2023-12-14 11:15:46+05:30,,2023-12-14 12:43:07.794170+05:30,FKDEV00082,FKUSR00082,19,Malleshwaram,True,No Junction,,,FKN00GL151618,CAR,approved,2023-12-15 03:50:26.676000+05:30
FKID215205,13.0078029,77.5711593,"Sri Venkataranga Ayangar Road, Malleshwaram 18th Cross Junction, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL174843,SCOOTER,"[""NO PARKING""]",[113],2023-12-29 08:56:46+05:30,,2023-12-29 09:06:14.213649+05:30,FKDEV00702,FKUSR00676,19,Malleshwaram,True,No Junction,,,FKN00GL174843,SCOOTER,approved,2023-12-30 07:21:54.864000+05:30
FKID162019,13.009182,77.5524376,"Unnamed Road, One Bangalore West, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL134336,CAR,"[""NO PARKING""]",[113],2023-11-13 10:37:46+05:30,,2023-11-13 11:15:18.873877+05:30,FKDEV00023,FKUSR00023,19,Malleshwaram,True,BTP023 - Mahalaxmi Layout Entrance,,,FKN00GL134336,CAR,approved,2023-11-17 12:02:06.292000+05:30
FKID189547,12.9997632,77.5713255,"Sri Venkataranga Ayangar Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL155564,CAR,"[""WRONG PARKING""]",[112],2023-12-17 11:10:46+05:30,,2023-12-18 11:21:56.887744+05:30,FKDEV00809,FKUSR00779,19,Malleshwaram,True,No Junction,,,FKN00GL155564,CAR,approved,2023-12-19 04:56:12.460000+05:30
FKID289068,12.9995983,77.5497696,"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL226748,MOTOR CYCLE,"[""NO PARKING"",""WRONG PARKING""]","[113,112]",2023-12-27 08:56:46+05:30,,2023-12-27 09:18:16.638432+05:30,FKDEV00929,FKUSR00892,19,Malleshwaram,True,BTP027 - Modi Bridge Junction,,,FKN00GL226748,MOTOR CYCLE,approved,2023-12-28 04:01:49.613000+05:30
FKID269616,13.0010695,77.570029,"West Park Road, Kadumalleshwara, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL124611,CAR,"[""NO PARKING"",""WRONG PARKING""]","[113,112]",2024-01-26 13:39:46+05:30,,2024-01-26 13:40:43.682085+05:30,FKDEV00138,FKUSR00138,19,Malleshwaram,True,No Junction,,,FKN00GL124611,MOTOR CYCLE,approved,2024-01-29 06:31:37.315000+05:30
FKID195114,13.0110445,77.5502844,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL28774,TANKER,"[""WRONG PARKING""]",[112],2023-12-20 07:54:46+05:30,,2023-12-20 08:21:35.558042+05:30,FKDEV00082,FKUSR00082,19,Malleshwaram,True,BTP023 - Mahalaxmi Layout Entrance,,,FKN00GL28774,TANKER,approved,2023-12-21 03:10:24.094000+05:30
FKID282087,12.9990317,77.5693917,"Siddavanahalli Krishna Sharma Road, Parisara Organic Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL221821,CAR,"[""WRONG PARKING""]",[112],2024-03-11 10:44:46+05:30,,2024-03-11 11:08:16.597808+05:30,FKDEV00138,FKUSR00138,19,Malleshwaram,True,No Junction,,2024-03-28 20:27:41.632868+05:30,FKN00GL221821,CAR,approved,2024-04-03 11:06:02.824000+05:30
FKID014703,13.0085505,77.5546412,"Pipeline Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL13829,SCOOTER,"[""WRONG PARKING""]",[112],2024-01-24 12:03:46+05:30,,2024-01-24 12:11:26.663225+05:30,FKDEV00380,FKUSR00376,19,Malleshwaram,True,"BTP001 - 10th Cross, Dr. Rajkumar Road",,,FKN00GL13829,SCOOTER,approved,2024-01-26 06:42:48.129000+05:30
FKID153870,13.0068918,77.5711314,"Sri Venkataranga Ayangar Road, Ranganathapura, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL127990,MOTOR CYCLE,"[""WRONG PARKING""]",[112],2023-11-15 11:46:46+05:30,,2023-11-15 12:42:46.122272+05:30,FKDEV00138,FKUSR00138,19,Malleshwaram,True,No Junction,,,FKN00GL127990,MOTOR CYCLE,approved,2023-11-17 11:21:06.746000+05:30
FKID168973,13.0036037,77.550029,"19th Main Road, Dr M Munivenkataswamy Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL139676,CAR,"[""WRONG PARKING""]",[112],2023-12-06 07:27:46+05:30,,2023-12-06 07:37:27.717669+05:30,FKDEV00400,FKUSR00396,19,Malleshwaram,True,"BTP026 - 1st Block Junction, Rajajinagar",,,FKN00GL139676,CAR,approved,2023-12-08 06:38:46.994000+05:30
FKID252882,13.0125484,77.5534359,"Da Ra Bendre Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL201617,PASSENGER AUTO,"[""NO PARKING""]",[113],2024-01-21 09:07:46+05:30,,2024-01-21 09:21:30.702603+05:30,FKDEV00347,FKUSR00344,19,Malleshwaram,True,No Junction,,,FKN00GL201617,PASSENGER AUTO,approved,2024-01-22 05:08:36.569000+05:30
FKID269070,12.9981056,77.5714109,"Sri Venkataranga Ayangar Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL212947,SCOOTER,"[""NO PARKING""]",[113],2024-01-26 09:37:46+05:30,,2024-01-26 09:49:06.340436+05:30,FKDEV00060,FKUSR00060,19,Malleshwaram,True,No Junction,,,FKN00GL212947,SCOOTER,approved,2024-01-27 02:46:07.454000+05:30
FKID266350,12.9994354,77.5713293,"Sri Venkataranga Ayangar Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL210961,PASSENGER AUTO,"[""WRONG PARKING""]",[112],2024-01-16 09:43:46+05:30,,2024-01-16 09:46:22.199398+05:30,FKDEV00138,FKUSR00138,19,Malleshwaram,True,No Junction,,,FKN00GL210962,PASSENGER AUTO,approved,2024-01-18 09:18:10.500000+05:30
FKID266652,12.9993467,77.55066,"19th Main Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL211141,CAR,"[""WRONG PARKING""]",[112],2024-01-16 05:37:46+05:30,,2024-01-16 05:59:22.159142+05:30,FKDEV00270,FKUSR00269,19,Malleshwaram,True,"BTP182 - 19th Main Junction, Rajajinagar",,,FKN00GL211141,CAR,approved,2024-01-17 08:59:04.877000+05:30
FKID154053,13.0111797,77.5546824,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL128140,PASSENGER AUTO,"[""WRONG PARKING""]",[112],2023-11-12 06:34:46+05:30,,2023-11-13 09:49:06.502466+05:30,FKDEV00263,FKUSR00262,19,Malleshwaram,True,No Junction,,,FKN00GL128140,PASSENGER AUTO,approved,2023-11-16 07:50:48.031000+05:30
FKID003647,13.0111165,77.5544823,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL3612,CAR,"[""WRONG PARKING""]",[112],2024-02-01 11:03:46+05:30,,2024-02-01 11:12:04.087216+05:30,FKDEV00573,FKUSR00252,19,Malleshwaram,True,No Junction,,,FKN00GL3612,CAR,approved,2024-02-02 02:47:04.066000+05:30
FKID161727,13.01024,77.5544617,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL134115,CAR,"[""NO PARKING""]",[113],2023-11-13 11:52:46+05:30,,2023-11-13 11:53:09.158820+05:30,FKDEV00257,FKUSR00256,19,Malleshwaram,True,No Junction,,,FKN00GL134115,CAR,approved,2023-11-17 08:54:43.488000+05:30
FKID276260,13.0090717,77.5558043,"Pipeline Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL217855,MOTOR CYCLE,"[""WRONG PARKING""]",[112],2024-01-31 04:13:46+05:30,,2024-01-31 04:14:52.889074+05:30,FKDEV00023,FKUSR00023,19,Malleshwaram,True,No Junction,,,FKN00GL217855,MOTOR CYCLE,approved,2024-02-04 06:56:44.158000+05:30
FKID222062,12.9651146,77.7184408,"ITPL Main Road, Vijetha Lapis Lazati, Brookefield, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL179794,PASSENGER AUTO,"[""NO PARKING""]",[113],2024-01-03 10:28:46+05:30,,2024-01-03 11:00:13.833004+05:30,FKDEV00661,FKUSR00332,13,HAL Old Airport,True,No Junction,,,FKN00GL179794,PASSENGER AUTO,approved,2024-01-04 02:35:32.800000+05:30
FKID012348,12.9339768,77.6906654,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL1053,MOTOR CYCLE,"[""WRONG PARKING""]",[112],2024-01-25 04:41:46+05:30,,2024-01-25 05:37:37.597149+05:30,FKDEV00686,FKUSR00663,13,HAL Old Airport,True,No Junction,,,FKN00GL1053,MOTOR CYCLE,approved,2024-01-27 07:19:28.761000+05:30
FKID020409,12.9614666,77.716715,"ITPL Main Road, MS Ramaiah Silicon Field Apartment, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL19141,CAR,"[""WRONG PARKING""]",[112],2024-01-10 05:26:46+05:30,,2024-01-10 05:30:55.324025+05:30,FKDEV00661,FKUSR00332,13,HAL Old Airport,True,No Junction,,,FKN00GL19141,PASSENGER AUTO,approved,2024-01-23 10:10:11.831000+05:30
FKID245988,12.9659258,77.7181333,"ITPL Main Road, Vijetha Lapis Lazati, Brookefield, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL196899,SCOOTER,"[""WRONG PARKING""]",[112],2024-01-16 07:05:46+05:30,,2024-01-16 07:41:36.176323+05:30,FKDEV00333,FKUSR00332,13,HAL Old Airport,True,No Junction,,,FKN00GL196899,SCOOTER,approved,2024-01-18 07:51:37.872000+05:30
FKID132468,12.9567647,77.7026524,"HAL Airport Road, MS Reddy Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL110436,CAR,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2023-12-01 04:42:46+05:30,,2023-12-01 04:44:36.769028+05:30,FKDEV00046,FKUSR00046,13,HAL Old Airport,True,No Junction,,,FKN00GL110436,CAR,approved,2023-12-02 05:23:29.332000+05:30
FKID244063,12.9354686,77.6901943,"Kariyammana Agrahara Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL193570,SCOOTER,"[""NO PARKING""]",[113],2024-01-13 10:04:46+05:30,,2024-01-13 11:21:39.136005+05:30,FKDEV00711,FKUSR00684,13,HAL Old Airport,True,No Junction,,,FKN00GL193570,SCOOTER,approved,2024-01-14 04:00:57.749000+05:30
FKID231619,12.9340359,77.6907716,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL5033,SCOOTER,"[""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""NO PARKING""]","[111,113]",2024-01-02 02:26:46+05:30,,2024-01-02 02:35:52.259253+05:30,FKDEV00437,FKUSR00431,13,HAL Old Airport,True,No Junction,,,FKN00GL5033,SCOOTER,approved,2024-01-05 09:52:22.704000+05:30
FKID164066,12.9265875,77.6947679,"Doddakannelli Road, Mayfair Anthem, Bhoganahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL135814,PASSENGER AUTO,"[""NO PARKING""]",[113],2023-11-18 04:08:46+05:30,,2023-11-18 07:42:18.777414+05:30,FKDEV00999,FKUSR00958,13,HAL Old Airport,True,No Junction,,,FKN00GL135814,PASSENGER AUTO,approved,2023-11-19 03:44:38.055000+05:30
FKID266591,12.9332469,77.6911595,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL3495,SCOOTER,"[""NO PARKING""]",[113],2024-01-16 06:36:46+05:30,,2024-01-16 06:39:18.740887+05:30,FKDEV00646,FKUSR00626,13,HAL Old Airport,True,No Junction,,,FKN00GL3495,SCOOTER,approved,2024-01-18 10:21:53.157000+05:30
FKID180369,12.9648257,77.7178941,"60 Feet Main Road, Brigade Tech Gardens, Brookefield, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL148674,MOTOR CYCLE,"[""WRONG PARKING""]",[112],2023-12-13 08:08:46+05:30,,2023-12-13 08:10:20.499445+05:30,FKDEV00333,FKUSR00332,13,HAL Old Airport,True,No Junction,,,FKN00GL148674,MOTOR CYCLE,approved,2023-12-15 09:30:27.380000+05:30
FKID264856,12.9364255,77.6925187,"Embassy Tech Square Main Road, Salarpuria Sattva Premia, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL209996,PASSENGER AUTO,"[""NO PARKING""]",[113],2024-01-19 04:23:46+05:30,,2024-01-19 05:59:33.953729+05:30,FKDEV00984,FKUSR00944,13,HAL Old Airport,True,No Junction,,,FKN00GL209996,PASSENGER AUTO,approved,2024-01-20 05:18:25.937000+05:30
FKID232928,12.9610057,77.7016942,"Outer Ring Road, Anand Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL187642,CAR,"[""NO PARKING""]",[113],2024-01-07 07:09:46+05:30,,2024-01-07 12:07:09.706093+05:30,FKDEV00705,FKUSR00679,13,HAL Old Airport,True,No Junction,,,FKN00GL187642,CAR,approved,2024-01-08 05:27:53.380000+05:30
FKID159737,12.9389526,77.6947648,"Kadubeesanahalli Underpass, LGCL United Towers, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL132576,MAXI-CAB,"[""WRONG PARKING""]",[112],2023-11-14 07:39:46+05:30,,2023-11-16 09:25:18.203947+05:30,FKDEV00049,FKUSR00049,13,HAL Old Airport,True,No Junction,,,FKN00GL132576,MAXI-CAB,approved,2023-11-17 07:29:14.532000+05:30
FKID191905,12.92827,77.6816267,"Outer Ring Road, Shivanasamudra Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",FKN00GL157406,CAR,"[""WRONG PARKING""]",[112],2023-12-16 01:53:46+05:30,,2023-12-16 04:01:15.430698+05:30,FKDEV00134,FKUSR00134,13,HAL Old Airport,True,No Junction,,,FKN00GL157406,CAR,approved,2023-12-17 06:54:31.262000+05:30
